Jesaja_Jes_23_66_1_Dies ist die Geschichte Jesaja's, des Sohnes des Amoz, welches er sah von Juda und Jerusalem zur Zeit Usias, Jothams, des Ahas und Hiskia, der Könige Juda's.
Jesaja_Jes_23_66_2_Höret, ihr Himmel! und Erde, nimm zu Ohren! denn der HERR redet: Ich habe Kinder auferzogen und erhöht, und sie sind von mir abgefallen.
Jesaja_Jes_23_66_3_Ein Ochse kennt seinen Herrn und ein Esel die Krippe seines Herrn; aber Israel kennt's nicht, und mein Volk vernimmt's nicht.
Jesaja_Jes_23_66_4_O weh des sündigen Volks, des Volks von großer Missetat, des boshaften Samens, der verderbten Kinder, die den HERRN verlassen, den Heiligen in Israel lästern, zurückweichen!
Jesaja_Jes_23_66_5_Was soll man weiter euch schlagen, so ihr des Abweichens nur desto mehr macht? Das ganze Haupt ist krank, das ganze Herz ist matt.
Jesaja_Jes_23_66_6_Von der Fußsohle bis aufs Haupt ist nichts Gesundes an ihm, sondern Wunden und Striemen und Eiterbeulen, die nicht geheftet noch verbunden noch mit Öl gelindert sind.
Jesaja_Jes_23_66_7_Euer Land ist wüst, eure Städte sind mit Feuer verbrannt; Fremde verzehren eure Äcker vor euren Augen, und es ist wüst wie das, so durch Fremde verheert ist.
Jesaja_Jes_23_66_8_Was noch übrig ist von der Tochter Zion, ist wie ein Häuslein im Weinberge, wie die Nachthütte in den Kürbisgärten, wie eine verheerte Stadt.
Jesaja_Jes_23_66_9_Wenn uns der HERR Zebaoth nicht ein weniges ließe übrigbleiben, so wären wir wie Sodom und gleich wie Gomorra.
Jesaja_Jes_23_66_10_Höret des HERRN Wort, ihr Fürsten von Sodom! Nimm zu Ohren unsers Gottes Gesetz, du Volk von Gomorra!
Jesaja_Jes_23_66_11_Was soll mir die Menge eurer Opfer? spricht der HERR. Ich bin satt der Brandopfer von Widdern und des Fetten von den Gemästeten und habe keine Lust zum Blut der Farren, der Lämmer und Böcke.
Jesaja_Jes_23_66_12_Wenn ihr hereinkommt, zu erscheinen vor mir, wer fordert solches von euren Händen, daß ihr auf meinen Vorhof tretet?
Jesaja_Jes_23_66_13_Bringt nicht mehr Speisopfer so vergeblich! das Räuchwerk ist mir ein Greuel! Neumonde und Sabbate, da ihr zusammenkommt, Frevel und Festfeier mag ich nicht!
Jesaja_Jes_23_66_14_Meine Seele ist feind euren Neumonden und Jahrfesten; ich bin ihrer überdrüssig, ich bin's müde zu leiden.
Jesaja_Jes_23_66_15_Und wenn ihr schon eure Hände ausbreitet, verberge ich doch meine Augen vor euch; und ob ihr schon viel betet, höre ich euch doch nicht; denn eure Hände sind voll Blut.
Jesaja_Jes_23_66_16_Waschet, reiniget euch, tut euer böses Wesen von meinen Augen, laßt ab vom Bösen;
Jesaja_Jes_23_66_17_lernet Gutes tun, trachtet nach Recht, helfet dem Unterdrückten, schaffet dem Waisen Recht, führet der Witwe Sache.
Jesaja_Jes_23_66_18_So kommt denn und laßt uns miteinander rechten, spricht der HERR. Wenn eure Sünde gleich blutrot ist, soll sie doch schneeweiß werden; und wenn sie gleich ist wie Scharlach, soll sie doch wie Wolle werden.
Jesaja_Jes_23_66_19_Wollt ihr mir gehorchen, so sollt ihr des Landes Gut genießen.
Jesaja_Jes_23_66_20_Weigert ihr euch aber und seid ungehorsam, so sollt ihr vom Schwert gefressen werden; denn der Mund des HERRN sagt es.
Jesaja_Jes_23_66_21_Wie geht das zu, daß die fromme Stadt zur Hure geworden ist? Sie war voll Rechts, Gerechtigkeit wohnte darin, nun aber Mörder.
Jesaja_Jes_23_66_22_Dein Silber ist Schaum geworden und dein Getränk mit Wasser vermischt.
Jesaja_Jes_23_66_23_Deine Fürsten sind Abtrünnige und Diebsgesellen; sie nehmen alle gern Geschenke und trachten nach Gaben; dem Waisen schaffen sie nicht Recht, und der Witwe Sache kommt nicht vor sie.
Jesaja_Jes_23_66_24_Darum spricht der HERR Zebaoth, der Mächtige in Israel: O weh! Ich werde mich trösten an meinen Feinden und mich rächen an meinen Widersachern;
Jesaja_Jes_23_66_25_und muß meine Hand gegen dich kehren und deinen Schaum aufs lauterste ausfegen und all dein Blei ausscheiden
Jesaja_Jes_23_66_26_und dir wieder Richter geben, wie zuvor waren, und Ratsherren wie im Anfang. Alsdann wirst du eine Stadt der Gerechtigkeit und eine fromme Stadt heißen.
Jesaja_Jes_23_66_27_Zion muß durch Recht erlöst werden und ihre Gefangenen durch Gerechtigkeit,
Jesaja_Jes_23_66_28_daß die Übertreter und Sünder miteinander zerbrochen werden, und die den HERRN verlassen, umkommen.
Jesaja_Jes_23_66_29_Denn sie müssen zu Schanden werden über den Eichen, daran ihr Lust habt, und schamrot werden über den Gärten, die ihr erwählt,
Jesaja_Jes_23_66_30_wenn ihr sein werdet wie eine Eiche mit dürren Blättern und wie ein Garten ohne Wasser,
Jesaja_Jes_23_66_31_wenn der Gewaltige wird sein wie Werg und sein Tun wie ein Funke und beides miteinander angezündet wird, daß niemand lösche.
Jesaja_Jes_23_2_1_Dies ist's, das Jesaja, der Sohn des Amoz, sah von Juda und Jerusalem:
Jesaja_Jes_23_2_2_Es wird zur letzten Zeit der Berg, da des HERRN Haus ist, fest stehen, höher denn alle Berge, und über alle Hügel erhaben werden, und werden alle Heiden dazu laufen
Jesaja_Jes_23_2_3_und viele Völker hingehen und sagen: Kommt, laßt uns auf den Berg des HERRN gehen, zum Hause des Gottes Jakobs, daß er uns lehre seine Wege und wir wandeln auf seinen Steigen! Denn von Zion wird das Gesetz ausgehen, und des HERRN Wort von Jerusalem.
Jesaja_Jes_23_2_4_Und er wird richten unter den Heiden und strafen viele Völker. Da werden sie ihre Schwerter zu Pflugscharen und ihre Spieße zu Sicheln machen. Denn es wird kein Volk gegen das andere ein Schwert aufheben, und werden hinfort nicht mehr kriegen lernen.
Jesaja_Jes_23_2_5_Kommt nun, ihr vom Hause Jakob, laßt uns wandeln im Lichte des HERRN!
Jesaja_Jes_23_2_6_Aber du hast dein Volk, das Haus Jakob, lassen fahren; denn sie treibens mehr als die gegen den Aufgang und sind Tagewähler wie die Philister und hängen sich an die Kinder der Fremden.
Jesaja_Jes_23_2_7_Ihr Land ist voll Silber und Gold, und ihrer Schätze ist kein Ende; ihr Land ist voll Rosse, und ihrer Wagen ist kein Ende.
Jesaja_Jes_23_2_8_Auch ist ihr Land voll Götzen; sie beten an ihrer Hände Werk, das ihre Finger gemacht haben.
Jesaja_Jes_23_2_9_Da bückt sich der Pöbel, da demütigen sich die Herren. Das wirst du ihnen nicht vergeben.
Jesaja_Jes_23_2_10_Gehe in den Felsen und verbirg dich in der Erde vor der Furcht des HERRN und vor seiner herrlichen Majestät.
