Psalm_Ps_19_150_1_Wohl dem, der nicht wandelt im Rat der Gottlosen noch tritt auf den Weg Sünder noch sitzt, da die Spötter sitzen,
Psalm_Ps_19_150_2_sondern hat Lust zum Gesetz des HERRN und redet von seinem Gesetz Tag und Nacht!
Psalm_Ps_19_150_3_Der ist wie ein Baum, gepflanzt an den Wasserbächen, der seine Frucht bringt zu seiner Zeit, und seine Blätter verwelken nicht; und was er macht, das gerät wohl.
Psalm_Ps_19_150_4_Aber so sind die Gottlosen nicht, sondern wie Spreu, die der Wind verstreut.
Psalm_Ps_19_150_5_Darum bleiben die Gottlosen nicht im Gericht noch die Sünder in der Gemeinde der Gerechten.
Psalm_Ps_19_150_6_Denn der HERR kennt den Weg der Gerechten; aber der Gottlosen Weg vergeht.
Psalm_Ps_19_2_1_Warum toben die Heiden, und die Völker reden so vergeblich?
Psalm_Ps_19_2_2_Die Könige der Erde lehnen sich auf, und die Herren ratschlagen miteinander wider den HERRN und seinen Gesalbten:
Psalm_Ps_19_2_3_\"Lasset uns zerreißen ihre Bande und von uns werfen ihre Seile!\"
Psalm_Ps_19_2_4_Aber der im Himmel wohnt, lacht ihrer, und der HERR spottet ihrer.
Psalm_Ps_19_2_5_Er wird einst mit ihnen reden in seinem Zorn, und mit seinem Grimm wird er sie schrecken.
Psalm_Ps_19_2_6_\"Aber ich habe meinen König eingesetzt auf meinem heiligen Berg Zion.\"
Psalm_Ps_19_2_7_Ich will von der Weisheit predigen, daß der HERR zu mir gesagt hat: \"Du bist mein Sohn, heute habe ich dich gezeuget:
Psalm_Ps_19_2_8_heische von mir, so will ich dir Heiden zum Erbe geben und der Welt Enden zum Eigentum.
Psalm_Ps_19_2_9_Du sollst sie mit einem eisernen Zepter zerschlagen; wie Töpfe sollst du sie zerschmeißen.\"
Psalm_Ps_19_2_10_So lasset euch nun weisen, ihr Könige, und lasset euch züchtigen, ihr Richter auf Erden!
Psalm_Ps_19_2_11_Dient dem HERRN mit Furcht und freut euch mit Zittern!
Psalm_Ps_19_2_12_Küßt den Sohn, daß er nicht zürne und ihr umkommt auf dem Wege; denn sein Zorn wird bald entbrennen. Aber wohl allen, die auf ihn trauen!
Psalm_Ps_19_3_1_Ein Psalm Davids, da er floh vor seinem Sohn Absalom. Ach HERR, wie sind meiner Feinde so viel und setzen sich so viele wider mich!
Psalm_Ps_19_3_2_Viele sagen von meiner Seele: Sie hat keine Hilfe bei Gott. (Sela.)
Psalm_Ps_19_3_3_Aber du, HERR, bist der Schild für mich und der mich zu Ehren setzt und mein Haupt aufrichtet.
Psalm_Ps_19_3_4_Ich rufe an mit meiner Stimme den HERRN; so erhört er mich von seinem heiligen Berge. (Sela.)
Psalm_Ps_19_3_5_Ich liege und schlafe und erwache; denn der HERR hält mich.
Psalm_Ps_19_3_6_Ich fürchte mich nicht vor viel Tausenden, die sich umher gegen mich legen.
