2 Timotheus_2Tim_55_1_1_Paulus, ein Apostel Jesu Christi durch den Willen Gottes nach der Verheißung des Lebens in Christo Jesu,
2 Timotheus_2Tim_55_1_2_meinem lieben Sohn Timotheus: Gnade, Barmherzigkeit, Friede von Gott, dem Vater, und Christo Jesu, unserm HERRN!
2 Timotheus_2Tim_55_1_3_Ich danke Gott, dem ich diene von meinen Voreltern her in reinem Gewissen, daß ich ohne Unterlaß dein gedenke in meinem Gebet Tag und Nacht;
2 Timotheus_2Tim_55_1_4_und mich verlangt, dich zu sehen, wenn ich denke an deine Tränen, auf daß ich mit Freude erfüllt würde;
2 Timotheus_2Tim_55_1_5_und wenn ich mich erinnere des ungefärbten Glaubens in dir, welcher zuvor gewohnt hat in deiner Großmutter Lois und deiner Mutter Eunike; ich bin aber gewiß, auch in dir.
2 Timotheus_2Tim_55_1_6_Um solcher Ursache willen erinnere ich dich, daß du erweckest die Gabe Gottes, die in dir ist durch die Auflegung meiner Hände.
2 Timotheus_2Tim_55_1_7_Denn Gott hat uns nicht gegeben den Geist der Furcht, sondern der Kraft und der Liebe und der Zucht.
2 Timotheus_2Tim_55_1_8_Darum so schäme dich nicht des Zeugnisses unsers HERRN noch meiner, der ich sein Gebundener bin, sondern leide mit für das Evangelium wie ich, nach der Kraft Gottes,
2 Timotheus_2Tim_55_1_9_der uns hat selig gemacht und berufen mit einem heiligen Ruf, nicht nach unsern Werken, sondern nach dem Vorsatz und der Gnade, die uns gegeben ist in Christo Jesu vor der Zeit der Welt,
2 Timotheus_2Tim_55_1_10_jetzt aber offenbart durch die Erscheinung unsers Heilandes Jesu Christi, der dem Tode die Macht hat genommen und das Leben und ein unvergänglich Wesen ans Licht gebracht durch das Evangelium,
2 Timotheus_2Tim_55_1_11_für welches ich gesetzt bin als Prediger und Apostel der Heiden.
2 Timotheus_2Tim_55_1_12_Um dieser Ursache willen leide ich auch solches; aber ich schäme mich dessen nicht; denn ich weiß, an wen ich glaube, und bin gewiß, er kann mir bewahren, was mir beigelegt ist, bis an jenen Tag.
2 Timotheus_2Tim_55_1_13_Halte an dem Vorbilde der heilsamen Worte, die du von mir gehört hast, im Glauben und in der Liebe in Christo Jesu.
2 Timotheus_2Tim_55_1_14_Dies beigelegte Gut bewahre durch den heiligen Geist, der in uns wohnt.
2 Timotheus_2Tim_55_1_15_Das weißt du, daß sich von mir gewandt haben alle, die in Asien sind, unter welchen ist Phygellus und Hermogenes.
2 Timotheus_2Tim_55_1_16_Der HERR gebe Barmherzigkeit dem Hause Onesiphorus; denn er hat mich oft erquickt und hat sich meiner Kette nicht geschämt,
2 Timotheus_2Tim_55_1_17_sondern da er zu Rom war, suchte er mich aufs fleißigste und fand mich.
2 Timotheus_2Tim_55_1_18_Der HERR gebe ihm, daß er finde Barmherzigkeit bei dem HERRN an jenem Tage. Und wieviel er zu Ephesus gedient hat, weißt du am besten.
2 Timotheus_2Tim_55_2_1_So sei nun stark, mein Sohn, durch die Gnade in Christo Jesu.
2 Timotheus_2Tim_55_2_2_Und was du von mir gehört hast durch viele Zeugen, das befiehl treuen Menschen, die da tüchtig sind, auch andere zu lehren.
2 Timotheus_2Tim_55_2_3_Leide mit als ein guter Streiter Jesu Christi.
2 Timotheus_2Tim_55_2_4_Kein Kriegsmann flicht sich in Händel der Nahrung, auf daß er gefalle dem, der ihn angenommen hat.
2 Timotheus_2Tim_55_2_5_Und so jemand auch kämpft, wird er doch nicht gekrönt, er kämpfe denn recht.
2 Timotheus_2Tim_55_2_6_Es soll aber der Ackermann, der den Acker baut, die Früchte am ersten genießen. Merke, was ich sage!
2 Timotheus_2Tim_55_2_7_Der HERR aber wird dir in allen Dingen Verstand geben.
2 Timotheus_2Tim_55_2_8_Halt im Gedächtnis Jesum Christum, der auferstanden ist von den Toten, aus dem Samen Davids, nach meinem Evangelium,
2 Timotheus_2Tim_55_2_9_für welches ich leide bis zu den Banden wie ein Übeltäter; aber Gottes Wort ist nicht gebunden.
