2 Thessalonicher_2Thess_53_1_1_Paulus und Silvanus und Timotheus der Gemeinde zu Thessalonich in Gott, unserm Vater, und dem HERRN Jesus Christus:
2 Thessalonicher_2Thess_53_1_2_Gnade sei mit euch und Friede von Gott, unserm Vater, und dem HERRN Jesus Christus!
2 Thessalonicher_2Thess_53_1_3_Wir sollen Gott danken allezeit um euch, liebe Brüder, wie es billig ist; denn euer Glauben wächst sehr, und die Liebe eines jeglichen unter euch allen nimmt zu gegeneinander,
2 Thessalonicher_2Thess_53_1_4_also daß wir uns euer rühmen unter den Gemeinden Gottes über eure Geduld und euren Glauben in allen Verfolgungen und Trübsalen, die ihr duldet;
2 Thessalonicher_2Thess_53_1_5_welches anzeigt, daß Gott recht richten wird und ihr würdig werdet zum Reich Gottes, für das ihr auch leidet;
2 Thessalonicher_2Thess_53_1_6_nach dem es recht ist bei Gott, zu vergelten Trübsal denen, die euch Trübsal antun,
2 Thessalonicher_2Thess_53_1_7_euch aber, die ihr Trübsal leidet, Ruhe mit uns, wenn nun der HERR Jesus wird offenbart werden vom Himmel samt den Engeln seiner Kraft
2 Thessalonicher_2Thess_53_1_8_und mit Feuerflammen, Rache zu geben über die, so Gott nicht erkennen, und über die so nicht gehorsam sind dem Evangelium unsers HERRN Jesu Christi,
2 Thessalonicher_2Thess_53_1_9_welche werden Pein leiden, das ewige Verderben von dem Angesichte des HERRN und von seiner herrlichen Macht,
2 Thessalonicher_2Thess_53_1_10_wenn er kommen wird, daß er herrlich erscheine mit seinen Heiligen und wunderbar mit allen Gläubigen; denn unser Zeugnis an euch von diesem Tage habt ihr geglaubt.
2 Thessalonicher_2Thess_53_1_11_Und derhalben beten wir auch allezeit für euch, daß unser Gott euch würdig mache zur Berufung und erfülle alles Wohlgefallen der Güte und das Werk des Glaubens in der Kraft,
2 Thessalonicher_2Thess_53_1_12_auf daß an euch gepriesen werde der Namen unsers HERRN Jesu Christi und ihr an ihm, nach der Gnade unsres Gottes und des HERRN Jesu Christi.
2 Thessalonicher_2Thess_53_2_1_Aber der Zukunft halben unsers HERRN Jesu Christi und unsrer Versammlung zu ihm bitten wir euch, liebe Brüder,
2 Thessalonicher_2Thess_53_2_2_daß ihr euch nicht bald bewegen lasset von eurem Sinn noch erschrecken, weder durch Geist noch durch Wort noch durch Brief, als von uns gesandt, daß der Tag Christi vorhanden sei.
2 Thessalonicher_2Thess_53_2_3_Lasset euch niemand verführen in keinerlei Weise; denn er kommt nicht, es sei denn, daß zuvor der Abfall komme und offenbart werde der Mensch der Sünde, das Kind des Verderbens,
2 Thessalonicher_2Thess_53_2_4_der da ist der Widersacher und sich überhebt über alles, was Gott oder Gottesdienst heißt, also daß er sich setzt in den Tempel Gottes als ein Gott und gibt sich aus, er sei Gott.
2 Thessalonicher_2Thess_53_2_5_Gedenket ihr nicht daran, daß ich euch solches sagte, da ich noch bei euch war?
2 Thessalonicher_2Thess_53_2_6_Und was es noch aufhält, wisset ihr, daß er offenbart werde zu seiner Zeit.
2 Thessalonicher_2Thess_53_2_7_Denn es regt sich bereits das Geheimnis der Bosheit, nur daß, der es jetzt aufhält, muß hinweggetan werden;
2 Thessalonicher_2Thess_53_2_8_und alsdann wird der Boshafte offenbart werden, welchen der HERR umbringen wird mit dem Geist seines Mundes und durch die Erscheinung seiner Zukunft ihm ein Ende machen,
2 Thessalonicher_2Thess_53_2_9_ihm, dessen Zukunft geschieht nach der Wirkung des Satans mit allerlei lügenhaftigen Kräften und Zeichen und Wundern
2 Thessalonicher_2Thess_53_2_10_und mit allerlei Verführung zur Ungerechtigkeit unter denen, die verloren werden, dafür daß sie die Liebe zur Wahrheit nicht haben angenommen, auf daß sie selig würden.
2 Thessalonicher_2Thess_53_2_11_Darum wird ihnen Gott kräftige Irrtümer senden, daß sie glauben der Lüge,
2 Thessalonicher_2Thess_53_2_12_auf daß gerichtet werden alle, die der Wahrheit nicht glauben, sondern haben Lust an der Ungerechtigkeit.
2 Thessalonicher_2Thess_53_2_13_Wir aber sollen Gott danken allezeit um euch, von dem HERRN geliebte Brüder, daß euch Gott erwählt hat von Anfang zur Seligkeit, in der Heiligung des Geistes und im Glauben der Wahrheit,
2 Thessalonicher_2Thess_53_2_14_darein er euch berufen hat durch unser Evangelium zum herrlichen Eigentum unsers HERRN Jesu Christi.
2 Thessalonicher_2Thess_53_2_15_So stehet nun, liebe Brüder, und haltet an den Satzungen, in denen ihr gelehrt seid, es sei durch unser Wort oder Brief.
2 Thessalonicher_2Thess_53_2_16_Er aber, unser HERR Jesus Christus, und Gott, unser Vater, der uns hat geliebt und uns gegeben einen ewigen Trost und eine gute Hoffnung durch Gnade,
2 Thessalonicher_2Thess_53_2_17_der ermahne eure Herzen und stärke euch in allerlei Lehre und gutem Werk.
2 Thessalonicher_2Thess_53_3_1_Weiter, liebe Brüder, betet für uns, daß das Wort des HERRN laufe und gepriesen werde wie bei euch,
2 Thessalonicher_2Thess_53_3_2_und daß wir erlöst werden von den unverständigen und argen Menschen. Denn der Glaube ist nicht jedermanns Ding.
2 Thessalonicher_2Thess_53_3_3_Aber der HERR ist treu; der wird euch stärken und bewahren vor dem Argen.
2 Thessalonicher_2Thess_53_3_4_Wir versehen uns aber zu euch in dem HERRN, daß ihr tut und tun werdet, was wir euch gebieten.
2 Thessalonicher_2Thess_53_3_5_Der HERR aber richte eure Herzen zu der Liebe Gottes und zu der Geduld Christi.
2 Thessalonicher_2Thess_53_3_6_Wir gebieten euch aber, liebe Brüder, in dem Namen unsers HERRN Jesu Christi, daß ihr euch entzieht von jedem Bruder, der da unordentlich wandelt und nicht nach der Satzung, die er von uns empfangen hat.
2 Thessalonicher_2Thess_53_3_7_Denn ihr wisset, wie ihr uns sollt nachfolgen. Denn wir sind nicht unordentlich unter euch gewesen,
2 Thessalonicher_2Thess_53_3_8_haben auch nicht umsonst das Brot genommen von jemand; sondern mit Arbeit und Mühe Tag und Nacht haben wir gewirkt, daß wir nicht jemand unter euch beschwerlich wären.
2 Thessalonicher_2Thess_53_3_9_Nicht darum, daß wir es nicht Macht haben, sondern daß wir uns selbst zum Vorbilde euch gäben, uns nachzufolgen.
2 Thessalonicher_2Thess_53_3_10_Und da wir bei euch waren, geboten wir euch solches, daß, so jemand nicht will arbeiten, der soll auch nicht essen.
2 Thessalonicher_2Thess_53_3_11_Denn wir hören, daß etliche unter euch wandeln unordentlich und arbeiten nichts, sondern treiben Vorwitz.
2 Thessalonicher_2Thess_53_3_12_Solchen aber gebieten wir und ermahnen sie durch unsern HERRN Jesus Christus, daß sie mit stillem Wesen arbeiten und ihr eigen Brot essen.
2 Thessalonicher_2Thess_53_3_13_Ihr aber, liebe Brüder, werdet nicht verdrossen Gutes zu tun.
