Hosea_Hos_28_1_1_Dies ist das Wort des HERRN, das geschehen ist zu Hosea, dem Sohn Beeris, zu der Zeit des Usia, Jotham, Ahas und Hiskia, der Könige Juda's, und zur Zeit Jerobeams, des Sohnes Joas, des Königs in Israel.
Hosea_Hos_28_1_2_Da der HERR anfing zu reden durch Hosea, sprach er zu ihm: Gehe hin und nimm ein Hurenweib und Hurenkinder; denn das Land läuft vom HERRN der Hurerei nach.
Hosea_Hos_28_1_3_Und er ging hin und nahm Gomer, die Tochter Diblaims, die ward schwanger und gebar ihm einen Sohn.
Hosea_Hos_28_1_4_Und der HERR sprach zu ihm: Heiße ihn Jesreel; denn es ist noch um eine kleine Zeit, so will ich die Blutschulden in Jesreel heimsuchen über das Haus Jehu und will mit dem Königreich des Hauses Israel ein Ende machen.
Hosea_Hos_28_1_5_Zur selben Zeit will ich den Bogen Israels zerbrechen im Tal Jesreel.
Hosea_Hos_28_1_6_Und sie ward abermals schwanger und gebar eine Tochter. Und er sprach zu ihm: Heiße sie Lo-Ruhama; denn ich will mich nicht mehr über das Haus Israel erbarmen, daß ich ihnen vergäbe.
Hosea_Hos_28_1_7_Doch will ich mich erbarmen über das Haus Juda und will ihnen helfen durch den HERRN, ihren Gott; ich will ihnen aber nicht helfen durch Bogen, Schwert, Streit, Rosse oder Reiter.
Hosea_Hos_28_1_8_Und da sie hatte Lo-Ruhama entwöhnt, ward sie wieder schwanger und gebar einen Sohn.
Hosea_Hos_28_1_9_Und er sprach: Heiße ihn Lo-Ammi; denn ihr seid nicht mein Volk, so will ich auch nicht der Eure sein.
Hosea_Hos_28_1_10_Es wird aber die Zahl der Kinder in Israel sein wie der Sand am Meer, den man weder messen noch zählen kann. Und es soll geschehen an dem Ort, da man zu ihnen gesagt hat: \"Ihr seid nicht mein Volk\", wird man zu ihnen sagen: \"O ihr Kinder des lebendigen Gottes!\"
Hosea_Hos_28_1_11_Denn es werden die Kinder Juda und die Kinder Israel zuhauf kommen und werden sich miteinander an ein Haupt halten und aus dem Lande heraufziehen; denn der Tag Jesreels wird ein großer Tag sein.
Hosea_Hos_28_2_1_Sagt euren Brüdern, sie seien mein Volk, und zu eurer Schwester, sie sei in Gnaden.
Hosea_Hos_28_2_2_Sprecht das Urteil über eure Mutter-sie sei nicht mein Weib, und ich will sie nicht haben! -,heißt sie ihre Hurerei von ihrem Angesichte wegtun und ihre Ehebrecherei von ihren Brüsten,
Hosea_Hos_28_2_3_auf daß ich sie nicht nackt ausziehe und darstelle, wie sie war, da sie geboren ward, und ich sie nicht mache wie ein dürres Land, daß ich sie nicht Durstes sterben lasse
Hosea_Hos_28_2_4_und mich ihrer Kinder nicht erbarme, denn sie sind Hurenkinder;
Hosea_Hos_28_2_5_denn ihre Mutter ist eine Hure, und die sie getragen hat, hält sich schändlich und spricht: Ich will meinen Buhlen nachlaufen, die mir geben Brot, Wasser, Wolle, Flachs, Öl und Trinken.
Hosea_Hos_28_2_6_Darum siehe, ich will deinen Weg mit Dornen vermachen und eine Wand davorziehen, daß sie ihren Steig nicht finden soll;
Hosea_Hos_28_2_7_und wenn sie ihren Buhlen nachläuft, daß sie dich nicht ergreifen, und wenn sie dich sucht, sie nicht finden könne und sagen müsse: Ich will wiederum zu meinem vorigen Mann gehen, da mir besser war, denn mir jetzt ist.
Hosea_Hos_28_2_8_Denn sie will nicht wissen, daß ich es sei, der ihr gibt Korn, Most und Öl und ihr viel Silber und Gold gegeben hat, das sie haben Baal zu Ehren gebraucht.
Hosea_Hos_28_2_9_Darum will ich mein Korn und meinen Most wieder nehmen zu seiner Zeit und ihr meine Wolle und meinen Flachs entziehen, damit sie ihre Blöße bedeckt.
Hosea_Hos_28_2_10_Nun will ich ihre Schande aufdecken vor den Augen ihrer Buhlen, und niemand soll sie von meiner Hand erretten.
Hosea_Hos_28_2_11_Und ich will ein Ende machen mit allen ihren Freuden, Festen, Neumonden, Sabbaten und allen ihren Feiertagen.
Hosea_Hos_28_2_12_Ich will ihre Weinstöcke und Feigenbäume wüst machen, weil sie sagt: \"Das ist mein Lohn, den mir meine Buhlen gegeben.\" Ich will einen Wald daraus machen, daß es die wilden Tiere fressen sollen.
Hosea_Hos_28_2_13_Also will ich heimsuchen über sie die Tage der Baalim, denen sie Räuchopfer tut und schmückt sich mit Stirnspangen und Halsbändern und läuft ihren Buhlen nach und vergißt mein, spricht der HERR.
Hosea_Hos_28_2_14_Darum siehe, ich will sie locken und will sie in die Wüste führen und freundlich mit ihr reden.
Hosea_Hos_28_2_15_Da will ich ihr geben ihre Weinberge aus demselben Ort und das Tal Achor zum Tor der Hoffnung. Und daselbst wird sie singen wie zur Zeit ihrer Jugend, da sie aus Ägyptenland zog.
Hosea_Hos_28_2_16_Alsdann spricht der HERR, wirst du mich heißen \"mein Mann\" und mich nicht mehr \"mein Baal\" heißen.
Hosea_Hos_28_2_17_Denn ich will die Namen der Baalim von ihrem Munde wegtun, daß man ihrer Namen nicht mehr gedenken soll.
Hosea_Hos_28_2_18_Und ich will zur selben Zeit ihnen einen Bund machen mit den Tieren auf dem Felde, mit den Vögeln unter dem Himmel und mit dem Gewürm auf Erden und will Bogen, Schwert und Krieg vom Lande zerbrechen und will sie sicher wohnen lassen.
Hosea_Hos_28_2_19_Ich will mich mit dir verloben in Ewigkeit; ich will mich mit dir vertrauen in Gerechtigkeit und Gericht, in Gnade und Barmherzigkeit.
Hosea_Hos_28_2_20_Ja, im Glauben will ich mich mit dir verloben und du wirst den HERRN erkennen.
Hosea_Hos_28_2_21_Zur selben Zeit, spricht der HERR, will ich erhören, ich will den Himmel erhören und der Himmel soll die Erde erhören,
Hosea_Hos_28_2_22_und die Erde soll Korn, Most und Öl erhören, und diese sollen Jesreel erhören.
Hosea_Hos_28_2_23_Und ich will sie mir auf Erden zum Samen behalten und mich erbarmen über die, so in Ungnaden war, und sagen zu dem, das nicht mein Volk war: Du bist mein Volk; und es wird sagen: Du bist mein Gott.
Hosea_Hos_28_3_1_Und der HERR sprach zu mir: Gehe noch einmal hin und buhle um ein buhlerisches und ehebrecherisches Weib, wie denn der HERR um die Kinder Israel buhlt, und sie sich doch zu fremden Göttern kehren und buhlen um eine Kanne Wein.
Hosea_Hos_28_3_2_Und ich ward mit ihr eins um fünfzehn Silberlinge und anderthalb Scheffel Gerste
Hosea_Hos_28_3_3_und sprach zu ihr: Halt dich als die Meine eine lange Zeit und hure nicht und gehöre keinem andern an; denn ich will mich auch als den Deinen halten.
Hosea_Hos_28_3_4_Denn die Kinder Israel werden lange Zeit ohne König, ohne Fürsten, ohne Opfer, ohne Altar, ohne Leibrock und ohne Heiligtum bleiben.
Hosea_Hos_28_3_5_Darnach werden sich die Kinder Israel bekehren und den HERRN, ihren Gott, und ihren König David suchen und werden mit Zittern zu dem HERRN und seiner Gnade kommen in der letzten Zeit.
Hosea_Hos_28_4_1_Höret, ihr Kinder Israel, des HERRN Wort! denn der HERR hat Ursache, zu schelten, die im Lande wohnen; denn es ist keine Treue, keine Liebe, keine Erkenntnis Gottes im Lande;
Hosea_Hos_28_4_2_sondern Gotteslästern, Lügen, Morden, Stehlen und Ehebrechen hat überhandgenommen und eine Blutschuld kommt nach der andern.
Hosea_Hos_28_4_3_Darum wird das Land jämmerlich stehen, und allen Einwohnern wird's übel gehen; denn es werden auch die Tiere auf dem Felde und die Vögel unter dem Himmel und die Fische im Meer weggerafft werden.
Hosea_Hos_28_4_4_Doch man darf nicht schelten noch jemand strafen; denn dein Volk ist wie die, so den Priester schelten.
Hosea_Hos_28_4_5_Darum sollst du bei Tage fallen und der Prophet des Nachts neben dir fallen; also will ich deine Mutter zu Grunde richten.
Hosea_Hos_28_4_6_Mein Volk ist dahin, darum daß es nicht lernen will. Denn du verwirfst Gottes Wort; darum will ich dich auch verwerfen, daß du nicht mein Priester sein sollst. Du vergißt das Gesetz deines Gottes; darum will ich auch deine Kinder vergessen.
Hosea_Hos_28_4_7_Je mehr ihrer wird, je mehr sie wider mich sündigen; darum will ich ihre Ehre zu Schanden machen.
Hosea_Hos_28_4_8_Sie fressen die Sündopfer meines Volks und sind begierig nach ihren Sünden.
Hosea_Hos_28_4_9_Darum soll es dem Volk gleich wie dem Priester gehen; denn ich will ihr Tun heimsuchen und ihnen vergelten, wie sie verdienen,
Hosea_Hos_28_4_10_daß sie werden essen, und nicht satt werden, Hurerei treiben und sich nicht ausbreiten, darum daß sie den HERRN verlassen haben und ihn nicht achten.
Hosea_Hos_28_4_11_Hurerei, Wein und Most machen toll.
Hosea_Hos_28_4_12_Mein Volk fragt sein Holz, und sein Stab soll ihm predigen; denn der Hurerei-Geist verführt sie, daß sie wider ihren Gott Hurerei treiben.
Hosea_Hos_28_4_13_Oben auf den Bergen opfern sie, und auf den Hügeln räuchern sie, unter den Eichen, Linden und Buchen; denn die haben feinen Schatten. Darum werden eure Töchter auch zu Huren und eure Bräute zu Ehebrechrinnen werden.
Hosea_Hos_28_4_14_Und ich will's auch nicht wehren, wenn eure Töchter und Bräute geschändet werden, weil ihr einen andern Gottesdienst anrichtet mit den Huren und opfert mit den Bübinnen. Denn das törichte Volk will geschlagen sein.
