Kolosser_Kol_51_1_1_Paulus, ein Apostel Jesu Christi durch den Willen Gottes, und Bruder Timotheus
Kolosser_Kol_51_1_2_den Heiligen zu Kolossä und den gläubigen Brüdern in Christo: Gnade sei mit euch und Friede von Gott, unserm Vater, und dem HERRN Jesus Christus!
Kolosser_Kol_51_1_3_Wir danken Gott und dem Vater unsers HERRN Jesu Christi und beten allezeit für euch,
Kolosser_Kol_51_1_4_nachdem wir gehört haben von eurem Glauben an Christum Jesum und von der Liebe zu allen Heiligen,
Kolosser_Kol_51_1_5_um der Hoffnung willen, die euch beigelegt ist im Himmel, von welcher ihr zuvor gehört habt durch das Wort der Wahrheit im Evangelium,
Kolosser_Kol_51_1_6_das zu euch gekommen ist, wie auch in alle Welt, und ist fruchtbar, wie auch in euch, von dem Tage an, da ihr's gehört habt und erkannt die Gnade Gottes in der Wahrheit;
Kolosser_Kol_51_1_7_wie ihr denn gelernt habt von Epaphras, unserm lieben Mitdiener, welcher ist ein treuer Diener Christi für euch,
Kolosser_Kol_51_1_8_der uns auch eröffnet hat eure Liebe im Geist.
Kolosser_Kol_51_1_9_Derhalben auch wir von dem Tage an, da wir's gehört haben, hören wir nicht auf, für euch zu beten und zu bitten, daß ihr erfüllt werdet mit Erkenntnis seines Willens in allerlei geistlicher Weisheit und Verständnis,
Kolosser_Kol_51_1_10_daß ihr wandelt würdig dem HERRN zu allem Gefallen und fruchtbar seid in allen guten Werken
Kolosser_Kol_51_1_11_und wachset in der Erkenntnis Gottes und gestärkt werdet mit aller Kraft nach seiner herrlichen Macht zu aller Geduld und Langmütigkeit mit Freuden,
Kolosser_Kol_51_1_12_und danksaget dem Vater, der uns tüchtig gemacht hat zu dem Erbteil der Heiligen im Licht;
Kolosser_Kol_51_1_13_welcher uns errettet hat von der Obrigkeit der Finsternis und hat uns versetzt in das Reich seines lieben Sohnes,
Kolosser_Kol_51_1_14_an welchem wir haben die Erlösung durch sein Blut, die Vergebung der Sünden;
Kolosser_Kol_51_1_15_welcher ist das Ebenbild des unsichtbaren Gottes, der Erstgeborene vor allen Kreaturen.
Kolosser_Kol_51_1_16_Denn durch ihn ist alles geschaffen, was im Himmel und auf Erden ist, das Sichtbare und das Unsichtbare, es seien Throne oder Herrschaften oder Fürstentümer oder Obrigkeiten; es ist alles durch ihn und zu ihm geschaffen.
Kolosser_Kol_51_1_17_Und er ist vor allem, und es besteht alles in ihm.
