1 Korinther_1Kor_46_1_1_Paulus, berufen zum Apostel Jesu Christi durch den Willen Gottes, und Bruder Sosthenes
1 Korinther_1Kor_46_1_2_der Gemeinde zu Korinth, den Geheiligten in Christo Jesu, den berufenen Heiligen samt allen denen, die anrufen den Namen unsers HERRN Jesu Christi an allen ihren und unsern Orten:
1 Korinther_1Kor_46_1_3_Gnade sei mit euch und Friede von Gott, unserm Vater, und dem HERRN Jesus Christus!
1 Korinther_1Kor_46_1_4_Ich danke meinem Gott allezeit eurethalben für die Gnade Gottes, die euch gegeben ist in Christo Jesu,
1 Korinther_1Kor_46_1_5_daß ihr seid durch ihn an allen Stücken reich gemacht, an aller Lehre und in aller Erkenntnis;
1 Korinther_1Kor_46_1_6_wie denn die Predigt von Christus in euch kräftig geworden ist,
1 Korinther_1Kor_46_1_7_also daß ihr keinen Mangel habt an irgend einer Gabe und wartet nur auf die Offenbarung unsers HERRN Jesu Christi,
1 Korinther_1Kor_46_1_8_welcher auch wird euch fest erhalten bis ans Ende, daß ihr unsträflich seid auf den Tag unsers HERRN Jesu Christi.
1 Korinther_1Kor_46_1_9_Denn Gott ist treu, durch welchen ihr berufen seid zur Gemeinschaft seines Sohnes Jesu Christi, unsers HERRN.
1 Korinther_1Kor_46_1_10_Ich ermahne euch aber, liebe Brüder, durch den Namen unsers HERRN Jesu Christi, daß ihr allzumal einerlei Rede führt und lasset nicht Spaltungen unter euch sein, sondern haltet fest aneinander in einem Sinne und in einerlei Meinung.
1 Korinther_1Kor_46_1_11_Denn es ist vor mich gekommen, liebe Brüder, durch die aus Chloes Gesinde von euch, daß Zank unter euch sei.
1 Korinther_1Kor_46_1_12_Ich sage aber davon, daß unter euch einer spricht: Ich bin paulisch, der andere: Ich bin apollisch, der dritte: Ich bin kephisch, der vierte; Ich bin christisch.
1 Korinther_1Kor_46_1_13_Wie? Ist Christus nun zertrennt? Ist denn Paulus für euch gekreuzigt? Oder seid ihr auf des Paulus Namen getauft?
1 Korinther_1Kor_46_1_14_Ich danke Gott, daß ich niemand unter euch getauft habe außer Krispus und Gajus,
1 Korinther_1Kor_46_1_15_daß nicht jemand sagen möge, ich hätte auf meinen Namen getauft.
1 Korinther_1Kor_46_1_16_Ich habe aber auch getauft des Stephanas Hausgesinde; weiter weiß ich nicht, ob ich etliche andere getauft habe.
1 Korinther_1Kor_46_1_17_Denn Christus hat mich nicht gesandt, zu taufen, sondern das Evangelium zu predigen, nicht mit klugen Worten, auf daß nicht das Kreuz Christi zunichte werde.
