2 Petrus_2Petr_61_1_1_Simon Petrus, ein Knecht und Apostel Jesu Christi, denen, die mit uns ebendenselben teuren Glauben überkommen haben in der Gerechtigkeit, die unser Gott gibt und der Heiland Jesus Christus:
2 Petrus_2Petr_61_1_2_Gott gebe euch viel Gnade und Frieden durch die Erkenntnis Gottes und Jesu Christi, unsers HERRN!
2 Petrus_2Petr_61_1_3_Nachdem allerlei seiner göttlichen Kraft, was zum Leben und göttlichen Wandel dient, uns geschenkt ist durch die Erkenntnis des, der uns berufen hat durch seine Herrlichkeit und Tugend,
2 Petrus_2Petr_61_1_4_durch welche uns die teuren und allergrößten Verheißungen geschenkt sind, nämlich, daß ihr dadurch teilhaftig werdet der göttlichen Natur, so ihr fliehet die vergängliche Lust der Welt;
2 Petrus_2Petr_61_1_5_so wendet allen euren Fleiß daran und reichet dar in eurem Glauben Tugend und in der Tugend Erkenntnis
2 Petrus_2Petr_61_1_6_und in der Erkenntnis Mäßigkeit und in der Mäßigkeit Geduld und in der Geduld Gottseligkeit
2 Petrus_2Petr_61_1_7_und in der Gottseligkeit brüderliche Liebe und in der brüderlichen Liebe allgemeine Liebe.
2 Petrus_2Petr_61_1_8_Denn wo solches reichlich bei euch ist, wird's euch nicht faul noch unfruchtbar sein lassen in der Erkenntnis unsers HERRN Jesu Christi;
2 Petrus_2Petr_61_1_9_welcher aber solches nicht hat, der ist blind und tappt mit der Hand und vergißt die Reinigung seiner vorigen Sünden.
2 Petrus_2Petr_61_1_10_Darum, liebe Brüder, tut desto mehr Fleiß, eure Berufung und Erwählung festzumachen; denn wo ihr solches tut, werdet ihr nicht straucheln,
2 Petrus_2Petr_61_1_11_und also wird euch reichlich dargereicht werden der Eingang zu dem ewigen Reich unsers HERRN und Heilandes Jesu Christi.
2 Petrus_2Petr_61_1_12_Darum will ich's nicht lassen, euch allezeit daran zu erinnern, wiewohl ihr's wisset und gestärkt seid in der gegenwärtigen Wahrheit.
2 Petrus_2Petr_61_1_13_Ich achte es für billig, solange ich in dieser Hütte bin, euch zu erinnern und zu erwecken;
2 Petrus_2Petr_61_1_14_denn ich weiß, daß ich meine Hütte bald ablegen muß, wie mir denn auch unser HERR Jesus Christus eröffnet hat.
2 Petrus_2Petr_61_1_15_Ich will aber Fleiß tun, daß ihr allezeit nach meinem Abschied solches im Gedächtnis halten könnt.
2 Petrus_2Petr_61_1_16_Denn wir sind nicht klugen Fabeln gefolgt, da wir euch kundgetan haben die Kraft und Zukunft unsers HERRN Jesus Christus; sondern wir haben seine Herrlichkeit selber gesehen,
2 Petrus_2Petr_61_1_17_da er empfing von Gott, dem Vater, Ehre und Preis durch eine Stimme, die zu ihm geschah von der großen Herrlichkeit: \"Dies ist mein lieber Sohn, an dem ich Wohlgefallen habe.\"
2 Petrus_2Petr_61_1_18_Und diese Stimme haben wir gehört vom Himmel geschehen, da wir mit ihm waren auf dem heiligen Berge.
2 Petrus_2Petr_61_1_19_Und wir haben desto fester das prophetische Wort, und ihr tut wohl, daß ihr darauf achtet als auf ein Licht, das da scheint in einem dunklen Ort, bis der Tag anbreche und der Morgenstern aufgehe in euren Herzen.
2 Petrus_2Petr_61_1_20_Und das sollt ihr für das Erste wissen, daß keine Weissagung in der Schrift geschieht aus eigener Auslegung.
2 Petrus_2Petr_61_1_21_Denn es ist noch nie eine Weissagung aus menschlichem Willen hervorgebracht; sondern die heiligen Menschen Gottes haben geredet, getrieben von dem heiligen Geist.
2 Petrus_2Petr_61_2_1_Es waren auch falsche Propheten unter dem Volk, wie auch unter euch sein werden falsche Lehrer, die nebeneinführen werden verderbliche Sekten und verleugnen den HERRN, der sie erkauft hat, und werden über sich selbst herbeiführen eine schnelle Verdammnis.
2 Petrus_2Petr_61_2_2_Und viele werden nachfolgen ihrem Verderben; um welcher willen wird der Weg der Wahrheit verlästert werden.
2 Petrus_2Petr_61_2_3_Und durch Geiz mit erdichteten Worten werden sie an euch Gewinn suchen; welchen das Urteil von lange her nicht säumig ist, und ihre Verdammnis schläft nicht.
2 Petrus_2Petr_61_2_4_Denn Gott hat die Engel, die gesündigt haben, nicht verschont, sondern hat sie mit Ketten der Finsternis zur Hölle verstoßen und übergeben, daß sie zum Gericht behalten werden;
2 Petrus_2Petr_61_2_5_und hat nicht verschont die vorige Welt, sondern bewahrte Noah, den Prediger der Gerechtigkeit, selbacht und führte die Sintflut über die Welt der Gottlosen;
2 Petrus_2Petr_61_2_6_und hat die Städte Sodom und Gomorra zu Asche gemacht, umgekehrt und verdammt, damit ein Beispiel gesetzt den Gottlosen, die hernach kommen würden;
2 Petrus_2Petr_61_2_7_und hat erlöst den gerechten Lot, welchem die schändlichen Leute alles Leid taten mit ihrem unzüchtigen Wandel;
2 Petrus_2Petr_61_2_8_den dieweil er gerecht war und unter ihnen wohnte, daß er's sehen und hören mußte, quälten sie die gerechte Seele von Tag zu Tage mit ihren ungerechten Werken.
2 Petrus_2Petr_61_2_9_Der HERR weiß die Gottseligen aus der Versuchung zu erlösen, die Ungerechten aber zu behalten zum Tage des Gerichts, sie zu peinigen,
2 Petrus_2Petr_61_2_10_allermeist aber die, so da wandeln nach dem Fleisch in der unreinen Lust, und die Herrschaft verachten, frech, eigensinnig, nicht erzittern, die Majestäten zu lästern,
2 Petrus_2Petr_61_2_11_so doch die Engel, die größere Stärke und Macht haben, kein lästerlich Urteil wider sie fällen vor dem HERRN.
2 Petrus_2Petr_61_2_12_Aber sie sind wie die unvernünftigen Tiere, die von Natur dazu geboren sind, daß sie gefangen und geschlachtet werden, lästern, davon sie nichts wissen, und werden in ihrem verderblichen Wissen umkommen
2 Petrus_2Petr_61_2_13_und den Lohn der Ungerechtigkeit davonbringen. Sie achten für Wollust das zeitliche Wohlleben, sie sind Schandflecken und Laster, prangen von euren Almosen, prassen mit dem Euren,
2 Petrus_2Petr_61_2_14_haben Augen voll Ehebruchs, lassen sich die Sünde nicht wehren, locken an sich die leichtfertigen Seelen, haben ein Herz, durchtrieben mit Geiz, verfluchte Leute.
2 Petrus_2Petr_61_2_15_Sie haben verlassen den richtigen Weg und gehen irre und folgen nach dem Wege Bileams, des Sohnes Beors, welcher liebte den Lohn der Ungerechtigkeit,
2 Petrus_2Petr_61_2_16_hatte aber eine Strafe seiner Übertretung: das stumme lastbare Tier redete mit Menschenstimme und wehrte des Propheten Torheit.
2 Petrus_2Petr_61_2_17_Das sind Brunnen ohne Wasser, und Wolken, vom Windwirbel umgetrieben, welchen behalten ist eine dunkle Finsternis in Ewigkeit.
2 Petrus_2Petr_61_2_18_Denn sie reden stolze Worte, dahinter nichts ist, und reizen durch Unzucht zur fleischlichen Lust diejenigen, die recht entronnen waren denen, die im Irrtum wandeln,
2 Petrus_2Petr_61_2_19_und verheißen ihnen Freiheit, ob sie wohl selbst Knechte des Verderbens sind. Denn von wem jemand überwunden ist, des Knecht ist er geworden.
